"","variable","value","pop","country_iso2","mean_w","se_w","count","question_n"
"3659","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Checked","overall_owner_manager","KE",0.122310814,0.015032528,113,855
"3660","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Unchecked","overall_owner_manager","KE",0.877689186,0.015032528,742,855
"3661","bus_fut_chl_no_challenges","Checked","overall_owner_manager","KE",0.060331287,0.010924156,53,855
"3662","bus_fut_chl_no_challenges","Unchecked","overall_owner_manager","KE",0.939668713,0.010924156,802,855
"3663","bus_fut_chl_other_please_specify","Checked","overall_owner_manager","KE",0.026577637,0.007379689,23,855
"3664","bus_fut_chl_other_please_specify","Unchecked","overall_owner_manager","KE",0.973422363,0.007379689,832,855
"3665","bus_fut_chl_repaying_outstanding_loans","Checked","overall_owner_manager","KE",0.337129279,0.021689118,275,855
"3666","bus_fut_chl_repaying_outstanding_loans","Unchecked","overall_owner_manager","KE",0.662870721,0.021689118,580,855
"3667","bus_mth_hir_alt_f","All","overall_owner_manager","KE",0.068215708,0.010604793,62,1017
"3668","bus_mth_hir_alt_f","Exactly half","overall_owner_manager","KE",0.052892378,0.009414527,64,1017
"3669","bus_mth_hir_alt_f","Less than half","overall_owner_manager","KE",0.231773822,0.017749211,241,1017
"3670","bus_mth_hir_alt_f","More than half","overall_owner_manager","KE",0.062203331,0.010159293,69,1017
"3671","bus_mth_hir_alt_f","None","overall_owner_manager","KE",0.584914761,0.020726084,581,1017
"3672","bus_rol","Both own and manage a business","overall_owner_manager","KE",0.367239225,0.018910953,429,1165
"3673","bus_rol","Manage a business","overall_owner_manager","KE",0.104464936,0.011999017,132,1165
"3674","bus_rol","Own a business","overall_owner_manager","KE",0.528295839,0.019583601,604,1165
"3675","bus_sls_dif","Dont know","overall_owner_manager","KE",0.044010442,0.008886571,37,948
"3676","bus_sls_dif","Higher than last year","overall_owner_manager","KE",0.201697274,0.017384556,191,948
"3677","bus_sls_dif","Lower than last year","overall_owner_manager","KE",0.537201263,0.021602021,501,948
"3678","bus_sls_dif","Same as last year","overall_owner_manager","KE",0.089043299,0.012338981,95,948
"3679","bus_sls_dif","This business was not in operation last year","overall_owner_manager","KE",0.128047722,0.01447645,124,948
"3680","bus_srv","12 months or more","overall_owner_manager","KE",0.346655456,0.022430368,276,811
"3681","bus_srv","At least 1 month but less than 2 months","overall_owner_manager","KE",0.047637599,0.010039043,41,811
"3682","bus_srv","At least 2 months but less than 3 months","overall_owner_manager","KE",0.050138551,0.010285663,42,811
"3683","bus_srv","At least 3 months but less than 6 months","overall_owner_manager","KE",0.10119557,0.014214435,77,811
"3684","bus_srv","At least 6 months but less than 9 months","overall_owner_manager","KE",0.087907865,0.013345949,75,811
"3685","bus_srv","At least 9 months but less than 12 months","overall_owner_manager","KE",0.092064201,0.013626654,73,811
"3686","bus_srv","Less than 1 month","overall_owner_manager","KE",0.037109257,0.008909347,37,811
"3687","bus_srv","Not sure","overall_owner_manager","KE",0.237291501,0.020051028,190,811
"3688","chl_fin_bills_or_accounts_payable","Checked","overall_owner_manager","KE",0.273338489,0.022374098,192,691
"3689","chl_fin_bills_or_accounts_payable","Unchecked","overall_owner_manager","KE",0.726661511,0.022374098,499,691
"3690","chl_fin_debt_or_loans","Checked","overall_owner_manager","KE",0.484912311,0.025090034,337,691
"3691","chl_fin_debt_or_loans","Unchecked","overall_owner_manager","KE",0.515087689,0.025090034,354,691
"3692","chl_fin_none_of_the_above","Checked","overall_owner_manager","KE",0.117472227,0.016164447,88,691
"3693","chl_fin_none_of_the_above","Unchecked","overall_owner_manager","KE",0.882527773,0.016164447,603,691
"3694","chl_fin_rent_or_lease","Checked","overall_owner_manager","KE",0.453321747,0.024991841,303,691
"3695","chl_fin_rent_or_lease","Unchecked","overall_owner_manager","KE",0.546678253,0.024991841,388,691
"3696","chl_fin_taxes","Checked","overall_owner_manager","KE",0.295363654,0.022902881,209,691
"3697","chl_fin_taxes","Unchecked","overall_owner_manager","KE",0.704636346,0.022902881,482,691
"3698","chl_fin_worker_benefits","Checked","overall_owner_manager","KE",0.162655277,0.018527435,112,691
"3699","chl_fin_worker_benefits","Unchecked","overall_owner_manager","KE",0.837344723,0.018527435,579,691
"3700","chl_fin_worker_hazard_pay","Checked","overall_owner_manager","KE",0.104842741,0.015379702,82,691
"3701","chl_fin_worker_hazard_pay","Unchecked","overall_owner_manager","KE",0.895157259,0.015379702,609,691
"3702","chl_fin_worker_salaries_and_wages","Checked","overall_owner_manager","KE",0.304674994,0.023106885,227,691
"3703","chl_fin_worker_salaries_and_wages","Unchecked","overall_owner_manager","KE",0.695325006,0.023106885,464,691
"3704","dem_age","20 to 29","overall_owner_manager","KE",0.442761015,0.019859855,480,1112
"3705","dem_age","30 to 39","overall_owner_manager","KE",0.322687942,0.018692028,356,1112
"3706","dem_age","40 to 49","overall_owner_manager","KE",0.118024699,0.012899869,146,1112
"3707","dem_age","50 to 59","overall_owner_manager","KE",0.029031118,0.006712823,35,1112
"3708","dem_age","60 to 69","overall_owner_manager","KE",0.010915337,0.004154377,10,1112
"3709","dem_age","70 or older","overall_owner_manager","KE",0.004925334,0.002799086,3,1112
"3710","dem_age","Less than 20","overall_owner_manager","KE",0.071654556,0.010312106,82,1112
"3711","dgt_use_advertising","Checked","overall_owner_manager","KE",0.41273985,0.022493105,356,851
"3712","dgt_use_advertising","Unchecked","overall_owner_manager","KE",0.58726015,0.022493105,495,851
"3713","dgt_use_analyzing_or_researching_to_answer_business_questions","Checked","overall_owner_manager","KE",0.151151882,0.016365065,128,851
"3714","dgt_use_analyzing_or_researching_to_answer_business_questions","Unchecked","overall_owner_manager","KE",0.848848118,0.016365065,723,851
"3715","dgt_use_communicating_directly_with_customers","Checked","overall_owner_manager","KE",0.464529726,0.022786121,401,851
"3716","dgt_use_communicating_directly_with_customers","Unchecked","overall_owner_manager","KE",0.535470274,0.022786121,450,851
"3717","dgt_use_coordinating_or_collaborating_between_employees","Checked","overall_owner_manager","KE",0.137226646,0.015720398,128,851
"3718","dgt_use_coordinating_or_collaborating_between_employees","Unchecked","overall_owner_manager","KE",0.862773354,0.015720398,723,851
"3719","dgt_use_hiring","Checked","overall_owner_manager","KE",0.086107735,0.012816355,89,851
"3720","dgt_use_hiring","Unchecked","overall_owner_manager","KE",0.913892265,0.012816355,762,851
"3721","dgt_use_none_of_the_above","Checked","overall_owner_manager","KE",0.124823101,0.015100501,95,851
"3722","dgt_use_none_of_the_above","Unchecked","overall_owner_manager","KE",0.875176899,0.015100501,756,851
"3723","dgt_use_selling_goods_and_services","Checked","overall_owner_manager","KE",0.436073915,0.022656201,372,851
"3724","dgt_use_selling_goods_and_services","Unchecked","overall_owner_manager","KE",0.563926085,0.022656201,479,851
"3725","dig_perm","Don't know","overall_owner_manager","KE",0.171866043,0.018103487,131,773
"3726","dig_perm","No","overall_owner_manager","KE",0.27987106,0.021542744,222,773
"3727","dig_perm","Yes","overall_owner_manager","KE",0.548262897,0.023881093,420,773
"3728","dig_use_access_to_digital_solutions_and_business_intelligence_services","Checked","overall_owner_manager","KE",0.285147896,0.021829206,212,758
"3729","dig_use_access_to_digital_solutions_and_business_intelligence_services","Unchecked","overall_owner_manager","KE",0.714852104,0.021829206,546,758
"3730","dig_use_increase_in_customer_or_supplier_base","Checked","overall_owner_manager","KE",0.313218506,0.022424757,248,758
"3731","dig_use_increase_in_customer_or_supplier_base","Unchecked","overall_owner_manager","KE",0.686781494,0.022424757,510,758
"3732","dig_use_increase_in_employment","Checked","overall_owner_manager","KE",0.085428897,0.013514684,73,758
"3733","dig_use_increase_in_employment","Unchecked","overall_owner_manager","KE",0.914571103,0.013514684,685,758
"3734","dig_use_increase_in_sales","Checked","overall_owner_manager","KE",0.319421452,0.022543219,248,758
"3735","dig_use_increase_in_sales","Unchecked","overall_owner_manager","KE",0.680578548,0.022543219,510,758
"3736","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Checked","overall_owner_manager","KE",0.232176672,0.02041431,173,758
"3737","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Unchecked","overall_owner_manager","KE",0.767823328,0.02041431,585,758
"3738","dig_use_no_impact","Checked","overall_owner_manager","KE",0.183710768,0.018723373,128,758
"3739","dig_use_no_impact","Unchecked","overall_owner_manager","KE",0.816289232,0.018723373,630,758
"3740","dig_use_something_not_listed_here","Checked","overall_owner_manager","KE",0.094319064,0.0141313,74,758
"3741","dig_use_something_not_listed_here","Unchecked","overall_owner_manager","KE",0.905680936,0.0141313,684,758
"3742","emp_rhr","Don't know or prefer not to say","overall_owner_manager","KE",0.22698436,0.018197413,214,950
"3743","emp_rhr","No","overall_owner_manager","KE",0.359106901,0.020841176,322,950
"3744","emp_rhr","Yes","overall_owner_manager","KE",0.413908739,0.021396979,414,950
"3745","frl_rhr","Don't know or prefer not to say","overall_owner_manager","KE",0.213510901,0.017493792,196,985
"3746","frl_rhr","No","overall_owner_manager","KE",0.562179283,0.021179376,584,985
"3747","frl_rhr","Yes","overall_owner_manager","KE",0.224309815,0.01780721,205,985
"3748","ind_hcr","Accommodation","overall_owner_manager","KE",0.049238108,0.030796375,8,107
"3749","ind_hcr","Food and beverage services","overall_owner_manager","KE",0.890597684,0.044429055,92,107
"3750","ind_hcr","Other","overall_owner_manager","KE",0.060164209,0.033846061,7,107
"3751","ind_icm","Broadcasting","overall_owner_manager","KE",0.100817593,0.040850165,8,94
"3752","ind_icm","Computer programming or consultancy","overall_owner_manager","KE",0.258111221,0.059371032,30,94
"3753","ind_icm","Information services","overall_owner_manager","KE",0.219980398,0.056201318,22,94
"3754","ind_icm","Motion picture and TV production, sound recording, music publishing","overall_owner_manager","KE",0.135616226,0.046452692,12,94
"3755","ind_icm","Other","overall_owner_manager","KE",0.083781129,0.037590186,8,94
"3756","ind_icm","Publishing","overall_owner_manager","KE",0.014837446,0.016403453,3,94
"3757","ind_icm","Telecommuncations","overall_owner_manager","KE",0.186855987,0.05288579,11,94
"3758","ind_oth","Administrative and support services (e.g. rental and leasing, travel agencies, human resources, security)","overall_owner_manager","KE",0.071825714,0.017970119,19,318
"3759","ind_oth","Arts, entertainment, and recreation","overall_owner_manager","KE",0.188932032,0.027244424,66,318
"3760","ind_oth","Education","overall_owner_manager","KE",0.041972879,0.013956274,14,318
"3761","ind_oth","Financial and insurance activities","overall_owner_manager","KE",0.01268644,0.007789214,5,318
"3762","ind_oth","Human health and social work activities","overall_owner_manager","KE",0.091150554,0.020031886,24,318
"3763","ind_oth","Other","overall_owner_manager","KE",0.229154423,0.029251223,68,318
"3764","ind_oth","Personal services (e.g. repair of household goods, washing of textiles, hairdressing)","overall_owner_manager","KE",0.230652475,0.029318149,72,318
"3765","ind_oth","Professional, scientific, and technical services","overall_owner_manager","KE",0.080226056,0.018905775,29,318
"3766","ind_oth","Real estate activities","overall_owner_manager","KE",0.053399427,0.015647606,21,318
"3767","ind_top","Agriculture, forestry, fishing and mining","overall_owner_manager","KE",0.095705958,0.011784732,120,1102
"3768","ind_top","Construction","overall_owner_manager","KE",0.065465413,0.009908297,75,1102
"3769","ind_top","Hotels, cafes and restaurants","overall_owner_manager","KE",0.118930006,0.012967203,111,1102
"3770","ind_top","Information and communication","overall_owner_manager","KE",0.084090061,0.011117166,96,1102
"3771","ind_top","Manufacturing, energy, water supply and waste management","overall_owner_manager","KE",0.035659283,0.007428428,36,1102
"3772","ind_top","Other","overall_owner_manager","KE",0.323350206,0.018737599,364,1102
"3773","ind_top","Transportation and storage","overall_owner_manager","KE",0.052123434,0.008904054,54,1102
"3774","ind_top","Wholesale and retail trade","overall_owner_manager","KE",0.224675639,0.016719185,246,1102
"3775","ind_trd","Other","overall_owner_manager","KE",0.048790078,0.017596888,7,239
"3776","ind_trd","Retail trade","overall_owner_manager","KE",0.699406049,0.037453012,162,239
"3777","ind_trd","Wholesale trade","overall_owner_manager","KE",0.251803873,0.035454459,70,239
"3778","phys_chl_a_lack_of_employees_willing_to_work_in_person","Checked","overall_owner_manager","KE",0.153018204,0.018086062,105,691
"3779","phys_chl_a_lack_of_employees_willing_to_work_in_person","Unchecked","overall_owner_manager","KE",0.846981796,0.018086062,586,691
"3780","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Checked","overall_owner_manager","KE",0.323445402,0.023501054,232,691
"3781","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Unchecked","overall_owner_manager","KE",0.676554598,0.023501054,459,691
"3782","phys_chl_a_lack_of_vaccinated_workers","Checked","overall_owner_manager","KE",0.186097823,0.019552045,136,691
"3783","phys_chl_a_lack_of_vaccinated_workers","Unchecked","overall_owner_manager","KE",0.813902177,0.019552045,555,691
"3784","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Checked","overall_owner_manager","KE",0.271666375,0.022346965,187,691
"3785","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Unchecked","overall_owner_manager","KE",0.728333625,0.022346965,504,691
"3786","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Checked","overall_owner_manager","KE",0.297621618,0.02296959,196,691
"3787","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Unchecked","overall_owner_manager","KE",0.702378382,0.02296959,495,691
"3788","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Checked","overall_owner_manager","KE",0.384598949,0.024440979,249,691
"3789","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Unchecked","overall_owner_manager","KE",0.615401051,0.024440979,442,691
"3790","phys_chl_no_challenges","Checked","overall_owner_manager","KE",0.163424359,0.018575753,119,691
"3791","phys_chl_no_challenges","Unchecked","overall_owner_manager","KE",0.836575641,0.018575753,572,691
"3792","phys_plans","Use both in-person and digital business operations roughly equally","overall_owner_manager","KE",0.577174791,0.024764941,403,700
"3793","phys_plans","Use mostly digital business operations","overall_owner_manager","KE",0.154217537,0.018105036,114,700
"3794","phys_plans","Use mostly in-person business operations","overall_owner_manager","KE",0.078107464,0.013452085,60,700
"3795","phys_plans","Use only digital business operations","overall_owner_manager","KE",0.071757999,0.012938054,47,700
"3796","phys_plans","Use only in-person business operations","overall_owner_manager","KE",0.118742209,0.016216504,76,700
"3797","sex","Female","overall_owner_manager","KE",0.349769026,0.020405595,268,981
"3798","sex","Male","overall_owner_manager","KE",0.650230974,0.020405595,713,981
"3799","wash_acc","A little important","overall_owner_manager","KE",0.106040892,0.015404583,65,690
"3800","wash_acc","Important","overall_owner_manager","KE",0.206861642,0.02026604,139,690
"3801","wash_acc","Not important at all","overall_owner_manager","KE",0.040313721,0.009841143,29,690
"3802","wash_acc","Very important","overall_owner_manager","KE",0.646783745,0.023914116,457,690
"3803","wash_gov_banking_institutions","Checked","overall_owner_manager","KE",0.331748081,0.025087221,190,622
"3804","wash_gov_banking_institutions","Unchecked","overall_owner_manager","KE",0.668251919,0.025087221,432,622
"3805","wash_gov_cell_phone_coverage","Checked","overall_owner_manager","KE",0.271580772,0.023698368,163,622
"3806","wash_gov_cell_phone_coverage","Unchecked","overall_owner_manager","KE",0.728419228,0.023698368,459,622
"3807","wash_gov_electricity_coverage","Checked","overall_owner_manager","KE",0.355452912,0.025503313,218,622
"3808","wash_gov_electricity_coverage","Unchecked","overall_owner_manager","KE",0.644547088,0.025503313,404,622
"3809","wash_gov_internet","Checked","overall_owner_manager","KE",0.421945654,0.02631424,261,622
"3810","wash_gov_internet","Unchecked","overall_owner_manager","KE",0.578054346,0.02631424,361,622
"3811","wash_gov_none_of_the_above","Checked","overall_owner_manager","KE",0.105732365,0.01638385,56,622
"3812","wash_gov_none_of_the_above","Unchecked","overall_owner_manager","KE",0.894267635,0.01638385,566,622
"3813","wash_gov_roads","Checked","overall_owner_manager","KE",0.348754261,0.025392791,232,622
"3814","wash_gov_roads","Unchecked","overall_owner_manager","KE",0.651245739,0.025392791,390,622
"3815","wash_gov_water_services","Checked","overall_owner_manager","KE",0.29395947,0.024273745,199,622
"3816","wash_gov_water_services","Unchecked","overall_owner_manager","KE",0.70604053,0.024273745,423,622
"3817","wash_imp_avaliability_of_water","Checked","overall_owner_manager","KE",0.474612924,0.026594645,298,623
"3818","wash_imp_avaliability_of_water","Unchecked","overall_owner_manager","KE",0.525387076,0.026594645,325,623
"3819","wash_imp_cleanliness_of_water","Checked","overall_owner_manager","KE",0.28292389,0.023988448,172,623
"3820","wash_imp_cleanliness_of_water","Unchecked","overall_owner_manager","KE",0.71707611,0.023988448,451,623
"3821","wash_imp_cost_of_water","Checked","overall_owner_manager","KE",0.300135766,0.024409029,170,623
"3822","wash_imp_cost_of_water","Unchecked","overall_owner_manager","KE",0.699864234,0.024409029,453,623
"3823","wash_imp_none_of_the_above","Checked","overall_owner_manager","KE",0.179871499,0.020455347,103,623
"3824","wash_imp_none_of_the_above","Unchecked","overall_owner_manager","KE",0.820128501,0.020455347,520,623
"3825","wash_imp_reliability_of_water","Checked","overall_owner_manager","KE",0.275735755,0.023800155,179,623
"3826","wash_imp_reliability_of_water","Unchecked","overall_owner_manager","KE",0.724264245,0.023800155,444,623
"3827","wash_int","No","overall_owner_manager","KE",0.318175916,0.024116912,214,652
"3828","wash_int","Not applicable","overall_owner_manager","KE",0.11756949,0.016677827,81,652
"3829","wash_int","Yes","overall_owner_manager","KE",0.564254593,0.025674728,357,652
"3830","wash_iss_a_lot_of_time_spent_getting_water","Checked","overall_owner_manager","KE",0.198276372,0.020694087,111,650
"3831","wash_iss_a_lot_of_time_spent_getting_water","Unchecked","overall_owner_manager","KE",0.801723628,0.020694087,539,650
"3832","wash_iss_conflict_over_water_access","Checked","overall_owner_manager","KE",0.121253,0.016942466,66,650
"3833","wash_iss_conflict_over_water_access","Unchecked","overall_owner_manager","KE",0.878747,0.016942466,584,650
"3834","wash_iss_difficulty_accessing_location_of_water","Checked","overall_owner_manager","KE",0.135252375,0.017750704,91,650
"3835","wash_iss_difficulty_accessing_location_of_water","Unchecked","overall_owner_manager","KE",0.864747625,0.017750704,559,650
"3836","wash_iss_high_cost_of_water","Checked","overall_owner_manager","KE",0.366186632,0.025005203,231,650
"3837","wash_iss_high_cost_of_water","Unchecked","overall_owner_manager","KE",0.633813368,0.025005203,419,650
"3838","wash_iss_none_of_the_above","Checked","overall_owner_manager","KE",0.323262767,0.024276514,219,650
"3839","wash_iss_none_of_the_above","Unchecked","overall_owner_manager","KE",0.676737233,0.024276514,431,650
"3840","wash_iss_unclean_water","Checked","overall_owner_manager","KE",0.133903865,0.017675758,72,650
"3841","wash_iss_unclean_water","Unchecked","overall_owner_manager","KE",0.866096135,0.017675758,578,650
"3842","wash_iss_unreliable_water","Checked","overall_owner_manager","KE",0.22711572,0.021745995,137,650
"3843","wash_iss_unreliable_water","Unchecked","overall_owner_manager","KE",0.77288428,0.021745995,513,650
"3844","bus_cur_opn","No","overall_owner_manager","MX",0.183400827,0.017796641,129,878
"3845","bus_cur_opn","Yes","overall_owner_manager","MX",0.816599173,0.017796641,749,878
"3846","bus_dig_rev","All","overall_owner_manager","MX",0.065633126,0.012582883,57,712
"3847","bus_dig_rev","Between 0 and 25%","overall_owner_manager","MX",0.289117349,0.02303541,178,712
"3848","bus_dig_rev","Between 25 and 50%","overall_owner_manager","MX",0.152132163,0.018248808,119,712
"3849","bus_dig_rev","Between 50 and 75%","overall_owner_manager","MX",0.144046586,0.017841709,102,712
"3850","bus_dig_rev","Between 75 and 100%","overall_owner_manager","MX",0.109323553,0.015855384,95,712
"3851","bus_dig_rev","None","overall_owner_manager","MX",0.239747223,0.021692805,161,712
"3852","bus_drv","All","overall_owner_manager","MX",0.052857544,0.011186423,47,745
"3853","bus_drv","Between 0 and 25%","overall_owner_manager","MX",0.272078565,0.022249463,183,745
"3854","bus_drv","Between 25 and 50%","overall_owner_manager","MX",0.183203464,0.019339885,135,745
"3855","bus_drv","Between 50 and 75%","overall_owner_manager","MX",0.128148445,0.016711216,115,745
"3856","bus_drv","Between 75 and 100%","overall_owner_manager","MX",0.113673785,0.015869274,89,745
"3857","bus_drv","None","overall_owner_manager","MX",0.250038197,0.021649749,176,745
"3858","bus_emp_btn_2","0 (Just me)","overall_owner_manager","MX",0.234863474,0.018583101,192,955
"3859","bus_emp_btn_2","1","overall_owner_manager","MX",0.124787893,0.01448718,110,955
"3860","bus_emp_btn_2","100 to 250","overall_owner_manager","MX",0.016330007,0.005555957,10,955
"3861","bus_emp_btn_2","10 to 49","overall_owner_manager","MX",0.066303501,0.01090717,68,955
"3862","bus_emp_btn_2","2 to 4","overall_owner_manager","MX",0.366313853,0.021120527,370,955
"3863","bus_emp_btn_2","50 to 99","overall_owner_manager","MX",0.010346312,0.004435835,12,955
"3864","bus_emp_btn_2","5 to 9","overall_owner_manager","MX",0.18105496,0.016880044,193,955
"3865","bus_emp_chn","Decreased","overall_owner_manager","MX",0.389118566,0.02246793,330,877
"3866","bus_emp_chn","Dont know","overall_owner_manager","MX",0.091593724,0.013292802,61,877
"3867","bus_emp_chn","Increased","overall_owner_manager","MX",0.078754314,0.012412765,85,877
"3868","bus_emp_chn","Stayed the same","overall_owner_manager","MX",0.440533397,0.022878109,401,877
"3869","bus_fut_chl_cash_flow","Checked","overall_owner_manager","MX",0.241835302,0.022062996,188,689
"3870","bus_fut_chl_cash_flow","Unchecked","overall_owner_manager","MX",0.758164698,0.022062996,501,689
"3871","bus_fut_chl_finding_supplies","Checked","overall_owner_manager","MX",0.158123637,0.018799462,116,689
"3872","bus_fut_chl_finding_supplies","Unchecked","overall_owner_manager","MX",0.841876363,0.018799462,573,689
"3873","bus_fut_chl_getting_new_investors","Checked","overall_owner_manager","MX",0.171662414,0.019429613,125,689
"3874","bus_fut_chl_getting_new_investors","Unchecked","overall_owner_manager","MX",0.828337586,0.019429613,564,689
"3875","bus_fut_chl_getting_new_loans","Checked","overall_owner_manager","MX",0.194520978,0.020395446,127,689
"3876","bus_fut_chl_getting_new_loans","Unchecked","overall_owner_manager","MX",0.805479022,0.020395446,562,689
"3877","bus_fut_chl_government_or_health_authority_orders","Checked","overall_owner_manager","MX",0.133886509,0.017546022,99,689
"3878","bus_fut_chl_government_or_health_authority_orders","Unchecked","overall_owner_manager","MX",0.866113491,0.017546022,590,689
"3879","bus_fut_chl_inventory","Checked","overall_owner_manager","MX",0.160603568,0.018918383,103,689
"3880","bus_fut_chl_inventory","Unchecked","overall_owner_manager","MX",0.839396432,0.018918383,586,689
"3881","bus_fut_chl_lack_of_demand_no_customers","Checked","overall_owner_manager","MX",0.502736578,0.025762402,355,689
"3882","bus_fut_chl_lack_of_demand_no_customers","Unchecked","overall_owner_manager","MX",0.497263422,0.025762402,334,689
"3883","bus_fut_chl_lack_of_workers","Checked","overall_owner_manager","MX",0.160610044,0.018918691,121,689
"3884","bus_fut_chl_lack_of_workers","Unchecked","overall_owner_manager","MX",0.839389956,0.018918691,568,689
"3885","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Checked","overall_owner_manager","MX",0.197830006,0.020525897,136,689
"3886","bus_fut_chl_logistics_e_g_shipping_delivering_services_or_goods","Unchecked","overall_owner_manager","MX",0.802169994,0.020525897,553,689
"3887","bus_fut_chl_no_challenges","Checked","overall_owner_manager","MX",0.121611493,0.016840442,70,689
"3888","bus_fut_chl_no_challenges","Unchecked","overall_owner_manager","MX",0.878388507,0.016840442,619,689
"3889","bus_fut_chl_other_please_specify","Checked","overall_owner_manager","MX",0.025592718,0.008136757,11,689
"3890","bus_fut_chl_other_please_specify","Unchecked","overall_owner_manager","MX",0.974407282,0.008136757,678,689
"3891","bus_fut_chl_repaying_outstanding_loans","Checked","overall_owner_manager","MX",0.139700983,0.017862708,93,689
"3892","bus_fut_chl_repaying_outstanding_loans","Unchecked","overall_owner_manager","MX",0.860299017,0.017862708,596,689
"3893","bus_mth_hir_alt_f","All","overall_owner_manager","MX",0.132679871,0.015893527,108,853
"3894","bus_mth_hir_alt_f","Exactly half","overall_owner_manager","MX",0.053963091,0.010585966,60,853
"3895","bus_mth_hir_alt_f","Less than half","overall_owner_manager","MX",0.134123958,0.015966476,117,853
"3896","bus_mth_hir_alt_f","More than half","overall_owner_manager","MX",0.036603818,0.008798197,43,853
"3897","bus_mth_hir_alt_f","None","overall_owner_manager","MX",0.642629262,0.022452659,525,853
"3898","bus_rol","Both own and manage a business","overall_owner_manager","MX",0.470551872,0.021880459,440,955
"3899","bus_rol","Manage a business","overall_owner_manager","MX",0.11200017,0.013824733,111,955
"3900","bus_rol","Own a business","overall_owner_manager","MX",0.417447958,0.021617701,404,955
"3901","bus_sls_dif","Dont know","overall_owner_manager","MX",0.068384594,0.012522971,43,775
"3902","bus_sls_dif","Higher than last year","overall_owner_manager","MX",0.229669299,0.020868921,195,775
"3903","bus_sls_dif","Lower than last year","overall_owner_manager","MX",0.422327207,0.024506168,327,775
"3904","bus_sls_dif","Same as last year","overall_owner_manager","MX",0.137346266,0.017077984,114,775
"3905","bus_sls_dif","This business was not in operation last year","overall_owner_manager","MX",0.142272634,0.017331863,96,775
"3906","bus_srv","12 months or more","overall_owner_manager","MX",0.373134371,0.02531503,254,672
"3907","bus_srv","At least 1 month but less than 2 months","overall_owner_manager","MX",0.048193119,0.011210514,27,672
"3908","bus_srv","At least 2 months but less than 3 months","overall_owner_manager","MX",0.050843989,0.011498659,41,672
"3909","bus_srv","At least 3 months but less than 6 months","overall_owner_manager","MX",0.070192969,0.013372167,57,672
"3910","bus_srv","At least 6 months but less than 9 months","overall_owner_manager","MX",0.07678203,0.013936076,57,672
"3911","bus_srv","At least 9 months but less than 12 months","overall_owner_manager","MX",0.081728939,0.014339432,54,672
"3912","bus_srv","Less than 1 month","overall_owner_manager","MX",0.025868605,0.008309098,13,672
"3913","bus_srv","Not sure","overall_owner_manager","MX",0.273255977,0.023325671,169,672
"3914","chl_fin_bills_or_accounts_payable","Checked","overall_owner_manager","MX",0.183661166,0.021773256,113,577
"3915","chl_fin_bills_or_accounts_payable","Unchecked","overall_owner_manager","MX",0.816338834,0.021773256,464,577
"3916","chl_fin_debt_or_loans","Checked","overall_owner_manager","MX",0.333780053,0.02651664,192,577
"3917","chl_fin_debt_or_loans","Unchecked","overall_owner_manager","MX",0.666219947,0.02651664,385,577
"3918","chl_fin_none_of_the_above","Checked","overall_owner_manager","MX",0.369458786,0.027140586,197,577
"3919","chl_fin_none_of_the_above","Unchecked","overall_owner_manager","MX",0.630541214,0.027140586,380,577
"3920","chl_fin_rent_or_lease","Checked","overall_owner_manager","MX",0.292573397,0.025582183,178,577
"3921","chl_fin_rent_or_lease","Unchecked","overall_owner_manager","MX",0.707426603,0.025582183,399,577
"3922","chl_fin_taxes","Checked","overall_owner_manager","MX",0.208307256,0.022835473,128,577
"3923","chl_fin_taxes","Unchecked","overall_owner_manager","MX",0.791692744,0.022835473,449,577
"3924","chl_fin_worker_benefits","Checked","overall_owner_manager","MX",0.158654898,0.020544393,91,577
"3925","chl_fin_worker_benefits","Unchecked","overall_owner_manager","MX",0.841345102,0.020544393,486,577
"3926","chl_fin_worker_hazard_pay","Checked","overall_owner_manager","MX",0.047367082,0.011944847,25,577
"3927","chl_fin_worker_hazard_pay","Unchecked","overall_owner_manager","MX",0.952632918,0.011944847,552,577
"3928","chl_fin_worker_salaries_and_wages","Checked","overall_owner_manager","MX",0.211381115,0.022958641,127,577
"3929","chl_fin_worker_salaries_and_wages","Unchecked","overall_owner_manager","MX",0.788618885,0.022958641,450,577
"3930","dem_age","20 to 29","overall_owner_manager","MX",0.355121922,0.021091404,274,947
"3931","dem_age","30 to 39","overall_owner_manager","MX",0.347872608,0.020992023,353,947
